epoch,train_loss,train_acc,val_loss,val_acc,macro_f1,micro_f1
6,1.080362,0.459596,1.108749,0.395349,0.360299,0.395349,0.395349
7,1.071040,0.474747,1.101938,0.372093,0.327583,0.372093,0.372093
8,1.070174,0.479798,1.098240,0.395349,0.342220,0.395349,0.395349
9,1.052303,0.505051,1.095054,0.465116,0.408913,0.465116,0.465116
10,1.043543,0.530303,1.088177,0.465116,0.420024,0.465116,0.465116
11,1.043284,0.515152,1.085779,0.465116,0.408237,0.465116,0.465116
12,1.047863,0.500000,1.080820,0.465116,0.408237,0.465116,0.465116
13,1.028388,0.550505,1.072160,0.441860,0.404998,0.441860,0.441860
14,1.031161,0.540404,1.067410,0.465116,0.420024,0.465116,0.465116
1,1.095448,0.414634,1.100008,0.340909,0.315488,0.340909,0.340909
2,1.095816,0.365854,1.093976,0.318182,0.278282,0.318182,0.318182
3,1.095229,0.375610,1.085199,0.340909,0.315488,0.340909,0.340909
4,1.074575,0.404878,1.076654,0.318182,0.284314,0.318182,0.318182
5,1.080985,0.390244,1.068972,0.386364,0.366406,0.386364,0.386364
6,1.060146,0.453659,1.060126,0.454545,0.438498,0.454545,0.454545
7,1.046805,0.502439,1.049568,0.431818,0.416667,0.431818,0.431818
8,1.035316,0.526829,1.039354,0.454545,0.435891,0.454545,0.454545
9,1.045004,0.517073,1.034957,0.477273,0.465538,0.477273,0.477273
10,1.039046,0.580488,1.020604,0.477273,0.465538,0.477273,0.477273
11,1.012390,0.560976,1.015791,0.590909,0.581930,0.590909,0.590909
12,1.005129,0.595122,1.008114,0.545455,0.530166,0.545455,0.545455
13,0.983687,0.678049,0.996399,0.659091,0.652778,0.659091,0.659091
14,0.990261,0.580488,0.990551,0.681818,0.674731,0.681818,0.681818
15,0.996073,0.575610,0.984718,0.681818,0.674731,0.681818,0.681818
1,1.108751,0.336601,1.107028,0.335878,0.300962,0.335878,0.335878
2,1.090867,0.370915,1.091385,0.396947,0.371935,0.396947,0.396947
3,1.075788,0.418301,1.075776,0.412214,0.395418,0.412214,0.412214
